shipment number,tndr_carrier_cd,tndr_first_tender_fg,tndr_carrier_type_cd
72057590,UAFL,Y,P
72063901,GMDR,Y,P
72051788,ODSX,Y,P
72054519,HJIK,Y,P
72057143,FLSZ,Y,P
72065481,LROI,Y,P
72055927,SGZW,Y,N
72066112,CJPF,Y,P
72052618,UAFL,Y,P
72064895,GXAJ,Y,P
72067125,BPNK,Y,P
72064411,LROI,Y,N
72065090,QXWP,N,P
72054265,VQVH,Y,P
72060467,TJIS,Y,P
72057044,UAFL,Y,P
72065575,FLSZ,Y,P
72063526,ODSX,Y,P
72061415,ZPEC,Y,P
72058366,LROI,Y,P
72069446,GMDR,Y,P
72056740,RTQT,Y,P
72063560,HJIK,Y,P
72063218,FLSZ,Y,P
72060831,URXX,N,B
72053524,VXJD,Y,N
72066578,NBNP,Y,P
72060904,UAFL,Y,P
72051732,AENM,Y,P
72065283,VOMK,Y,P
72066575,NBNP,Y,P
72053948,CHRE,Y,N
72054744,QXWP,N,P
72064487,TJIS,Y,P
72062705,ZKPQ,Y,P
72058649,LPUO,Y,P
72063402,KIPZ,Y,P
72061488,BUXU,Y,P
72068577,WREC,Y,N
72062244,WREC,Y,P
72062040,FLSZ,Y,P
72069751,QXWP,Y,P
72065137,RLOS,Y,P
72058617,TJIS,Y,P
72065250,FLSZ,Y,P
72062862,DQIC,Y,P
72052609,UAFL,Y,P
72057132,BUXU,Y,P
72057485,WCLE,Y,P
72068719,QXWP,Y,P
72062620,NEPH,Y,P
72053825,CHRE,Y,N
72065677,LROI,Y,P
72066349,UVJX,Y,P
72068695,AENM,Y,P
72067734,NEPH,N,P
72063245,ODSX,Y,P
72051747,ODSX,Y,P
72063802,TJIS,Y,P
72064180,TJIS,Y,P
72052661,RLOS,Y,P
72052632,UAFL,Y,P
72054140,UVJX,Y,P
72068031,TJIS,Y,P
72060228,LROI,Y,P
72061867,TJIS,Y,P
72067649,UVJX,Y,P
72051932,ODSX,Y,P
72068960,TJIS,Y,P
72055046,UAFL,Y,P
72064917,UAFL,Y,P
72063600,GYZF,Y,P
72068383,SGZW,Y,P
72054367,LPUO,Y,P
72055259,ODSX,Y,P
72062609,ZKPQ,N,N
72064294,HPWY,Y,P
72064797,TJIS,N,P
72062606,ZKPQ,N,N
72066148,VOMK,Y,N
72062527,EPUG,Y,P
72063360,TJIS,Y,P
72057041,UAFL,Y,P
72063599,ZKPQ,N,N
72066000,ODSX,Y,P
72062910,ULQZ,Y,P
72066123,TJIS,Y,P
72067543,UAFL,Y,P
72061738,UAFL,Y,P
72055541,HJIK,Y,P
72060943,UAFL,Y,P
72069562,UVJX,Y,P
72067832,UAFL,Y,P
72067569,FUYI,Y,P
72066403,BHHL,Y,N
72061766,GMDR,Y,P
72060930,UAFL,Y,P
72063934,LROI,Y,P
72060524,TJIS,Y,P
72059626,UAFL,Y,N
72063154,LROI,Y,P
72061075,RNZD,Y,P
72068492,RNZD,Y,N
72059680,LROI,Y,P
72053961,GMDR,Y,P
72061475,LROI,Y,P
72065035,LRQU,N,B
72055629,GMDR,Y,P
72067865,FLSZ,Y,P
72056023,TUUU,Y,P
72066194,LPUO,Y,P
72051750,GMDR,N,P
72068999,QXWP,Y,P
72062747,DQIC,Y,P
72052138,LROI,Y,P
72058680,LROI,Y,P
72057472,HJIK,Y,P
72065333,HJIK,Y,P
72067348,TJIS,Y,P
72051973,LROI,Y,P
72053279,OFCN,Y,P
72060687,GMDR,Y,P
72066564,TJIS,Y,P
72051960,CHRE,Y,N
72065688,TJIS,Y,P
72060636,ZPEC,N,B
72065061,LLZY,Y,P
72052674,HJIK,Y,P
72057499,QXWP,N,P
72061615,TJIS,Y,P
72051413,UAFL,Y,P
72058263,LROI,Y,P
72051863,ODSX,Y,P
72059927,TJIS,Y,P
72057697,VOMK,Y,P
72064861,EZXA,Y,P
72058282,ODSX,Y,P
72063491,ODSX,Y,P
72055401,ODSX,Y,P
72057019,UAFL,Y,P
72051728,FLSZ,Y,P
72064398,ODSX,Y,P
72057186,BXBP,Y,P
72065543,LLZY,Y,N
72065715,WTJW,Y,P
72066230,WTJW,Y,P
72068571,WREC,Y,N
72060989,FIKA,Y,P
72063618,GMDR,Y,P
72059936,ODSX,Y,P
72063137,GMDR,Y,P
72059528,BUXU,Y,P
72062092,HJIK,Y,P
72053714,VOMK,Y,P
72053932,BPNK,Y,P
72059765,VXRJ,Y,N
72052987,RLOS,Y,P
72065744,QHLK,Y,P
72067845,FLSZ,Y,P
72063407,LROI,Y,P
72061472,HJIK,Y,P
72058714,UAFL,Y,P
72058913,VXRJ,Y,N
72062381,GMDR,Y,P
72067299,URXX,Y,P
72060237,DNNR,Y,P
72057096,OCZI,Y,P
72061698,GMDR,Y,P
72053783,TJIS,Y,P
72062048,HJIK,Y,P
72063421,UAFL,Y,P
72058645,DNNR,Y,N
72067300,YFVO,Y,P
72057548,RLOS,Y,P
72062150,OBEX,Y,P
72053704,BPNK,Y,P
72060521,HJIK,Y,P
72051974,CHRE,Y,N
72066973,TJIS,Y,P
72055123,URXX,Y,P
72067354,LRQU,N,B
72055926,SGZW,Y,N
72068958,LLZY,Y,P
72068204,LROI,Y,P
72053174,WCLE,Y,P
72067793,QXWP,Y,P
72064828,VQVH,Y,P
72056919,ZPEC,N,B
72065685,NEPH,Y,N
72066298,LROI,Y,P
72063262,MMQA,Y,P
72052637,UAFL,Y,P
72058489,HJIK,Y,P
72057057,RTQT,Y,P
72063733,GMDR,Y,N
72056857,UVJX,Y,P
72054456,GXAJ,Y,P
72067554,CHRE,Y,N
72056817,FCFB,Y,P
72061574,QGHE,Y,P
72055965,TJIS,Y,P
72066328,LROI,Y,N
72061647,GMDR,Y,P
72052778,LPUO,Y,P
72057307,FLSZ,Y,P
72052069,VOMK,Y,N
72055488,LPUO,Y,P
72063933,LROI,Y,P
72059263,NEPH,Y,P
72057052,ZJDO,Y,P
72052477,UVJX,Y,P
72062420,LROI,Y,P
72060369,LROI,Y,N
72067270,FLSZ,Y,P
72056151,URXX,N,P
72051665,GXAJ,Y,P
72064493,TJIS,Y,P
72056279,TJIS,Y,P
72064277,TJIS,Y,P
72060891,HJIK,Y,P
72054293,YFVO,Y,P
72063259,APZL,N,B
72054673,FLSZ,Y,P
72067681,FLSZ,Y,P
72062782,KTSU,Y,P
72065057,BHHL,N,P
72055197,TJIS,Y,P
72065456,VOMK,N,P
72068327,HJIK,Y,P
72058149,RXIB,Y,P
72053179,BPNK,Y,P
72055266,LLZY,Y,N
72051849,LROI,Y,P
72064910,UAFL,Y,P
72058765,FLSZ,Y,P
72054681,TJIS,Y,P
72055910,TJIS,Y,P
72065002,VOMK,Y,P
72057348,HJIK,Y,P
72054728,ZPEC,N,B
72061678,SSAL,Y,P
72065043,WREC,N,B
72055520,FGKF,Y,P
72052733,TJIS,Y,P
72063337,UVJX,Y,P
72069076,BUXU,Y,P
72052483,BUXU,N,B
72064547,TFTZ,N,P
72062708,NEPH,Y,P
72057187,FLSZ,Y,P
72054764,RLOS,Y,P
72060708,TJIS,Y,P
72062867,DQIC,Y,P
72054187,LLZY,Y,P
72052448,UAFL,Y,P
72061642,LROI,Y,P
72065325,ULQZ,N,P
72065362,GMDR,Y,P
72054446,NUXY,Y,N
72061894,MMQA,Y,P
72063825,TJIS,Y,P
72067312,ZRUH,Y,P
72061895,JMAI,Y,P
72052526,GMDR,Y,P
72062177,DNNR,Y,P
72051652,RTQT,Y,P
72053137,UAFL,Y,P
72051743,HJIK,Y,P
72058902,RNZD,Y,P
72061679,URXX,Y,P
72063659,BUXU,Y,P
72060033,DNNR,Y,P
72062210,WREC,Y,N
72057854,OBEX,Y,P
72057977,LROI,Y,P
72053685,BHHL,Y,N
72066699,EZXA,Y,P
72053455,FLSZ,N,P
72051982,VOMK,Y,P
72066076,LROI,Y,P
72058229,LPUO,Y,P
72066293,AENM,Y,P
72067774,NEPH,Y,P
72066493,HJIK,Y,P
72060458,HPWY,Y,P
72059217,LROI,Y,P
72060501,TJIS,N,P
72059555,BHHL,Y,N
72059607,LROI,Y,P
72063830,GMDR,Y,P
72063109,YFVO,Y,P
72060425,HJIK,Y,P
72061628,OUHI,Y,P
72068626,BUXU,Y,N
72062221,WREC,Y,N
72061072,EZXA,Y,P
72061966,BPNK,N,B
72051543,VQVH,Y,P
72058448,RTQT,Y,N
72056681,ZKPQ,Y,P
72067319,OBEX,N,P
72057919,OBEX,Y,P
72060387,LROI,Y,P
72055487,URXX,Y,P
72067577,UVJX,Y,P
72051538,HJIK,N,P
72064812,BUXU,Y,P
72057619,WTJW,Y,N
72059354,HJIK,Y,P
72062098,SGZW,Y,P
72069028,KTSU,Y,P
72059351,HJIK,Y,P
72058867,GMDR,N,P
72069545,TJIS,Y,P
72068217,LLZY,Y,P
72067623,URXX,Y,P
72055170,RLOS,Y,N
72060834,UVJX,Y,P
72052344,OBEX,Y,P
72063438,LROI,Y,P
72064155,YFVO,Y,N
72062104,TGIT,Y,P
72063965,TJIS,Y,P
72065048,AENM,Y,P
72065879,STVJ,Y,P
72058392,AENM,Y,P
72058609,AENM,Y,P
72060468,EPUG,Y,P
72051763,AENM,Y,P
72053587,URXX,N,P
72053586,URXX,N,P
72052441,TJIS,Y,P
72059788,VXJD,Y,P
72067786,RLOS,Y,P
72069131,HJIK,Y,P
72063226,TJIS,Y,P
72057289,HJIK,Y,P
72066954,YJPX,N,P
72066957,YJPX,N,P
72063081,NBNP,Y,P
72054819,NUXY,Y,N
72056158,GMDR,Y,P
72057731,UAFL,Y,N
72059978,OBEX,Y,P
72066177,ZJDO,Y,P
72053904,VXRJ,Y,N
72061294,TGIT,Y,P
72052094,VOMK,Y,P
72057129,BUXU,Y,P
72066878,FLSZ,Y,P
72064580,BPNK,Y,P
72060901,UAFL,Y,P
72068233,UAFL,Y,P
72061701,UAFL,Y,P
72059773,TJIS,Y,P
72067350,WREC,Y,P
72057156,TJIS,Y,P
72059172,VOMK,Y,P
72066783,HJIK,Y,P
72064872,TJIS,N,P
72056711,TJIS,Y,P
72058218,LROI,Y,P
72056882,DGRO,Y,P
72069068,ZKPQ,Y,P
72065623,SGZW,Y,P
72054902,VVMD,Y,P
72052345,FIKA,Y,P
72066330,ODSX,Y,P
72061915,TGIT,Y,P
72061011,HJIK,Y,P
72063955,LROI,Y,P
72058132,UQIN,Y,N
72052687,LROI,Y,P
72059496,EOLP,Y,P
72057648,VTOK,Y,P
72059481,URXX,N,P
72065574,SGZW,Y,P
72065210,UAFL,Y,P
72060752,KTSU,Y,P
72058642,ZPEC,N,P
72055118,LROI,Y,P
72051680,UAFL,Y,P
72067916,ODSX,Y,P
72054572,FLSZ,Y,P
72055024,TJIS,Y,P
72053748,FLSZ,Y,P
72052446,UAFL,Y,P
72067892,NUXY,Y,N
72057628,URXX,N,P
72056632,QXWP,Y,P
72052076,VOMK,Y,N
72064901,UAFL,Y,P
72051990,ODSX,Y,P
72059026,ODSX,Y,P
72056797,GMDR,Y,P
72056907,CJPF,Y,P
72054228,VXRJ,Y,N
72057040,UAFL,Y,P
72066278,CHRE,Y,N
72051945,ODSX,Y,P
72062964,VOMK,Y,P
72057037,UAFL,Y,P
72050900,TJIS,Y,P
72059185,VOMK,Y,P
72057826,ULQZ,Y,P
72061486,OBEX,Y,P
72052404,AENM,Y,P
72069804,OPVP,Y,P
72064958,RLOS,Y,P
72052071,KIPZ,Y,N
72053941,KIPZ,Y,P
72057891,VXRJ,Y,N
72059409,EZXA,Y,P
72061938,OBEX,N,B
72066582,RLOS,Y,P
72056850,GMDR,N,P
72055638,FLSZ,Y,P
72054534,URXX,Y,P
72068936,OPVP,N,P
72063213,LPUO,Y,P
72060426,ZKPQ,Y,P
72059954,PVKT,Y,P
72067445,UVJX,Y,P
72056918,OUWJ,N,P
72050762,NBNP,Y,P
72063525,NEPH,Y,P
72057175,ZPEC,Y,P
72059896,RLOS,Y,P
72061983,RXIB,Y,P
72061695,DNNR,Y,P
72067818,FLSZ,Y,P
72062450,BHHL,Y,N
72055122,HJIK,Y,P
72061349,PVKT,Y,P
72065149,URXX,Y,P
72055561,LROI,Y,P
72060208,AENM,Y,P
72052827,AENM,Y,P
72068554,ZPEC,Y,P
72057975,EZXA,Y,P
72063678,LROI,Y,P
72061057,URXX,Y,P
72063967,WCLE,Y,P
72063703,BHHL,Y,P
72061666,LROI,Y,N
72061412,SFTR,Y,P
72060980,ZRUH,Y,P
72062422,FLSZ,Y,P
72061675,EZXA,Y,P
72061760,TJIS,N,P
72063335,UVJX,Y,P
72057958,LRQU,Y,P
72056815,UVJX,Y,P
72063557,LROI,Y,P
72056833,ZPEC,Y,P
72064298,QXWP,Y,N
72053917,VXRJ,Y,N
72059025,CJPF,Y,P
72055130,BJTI,Y,P
72066639,BPNK,Y,P
72058922,QNRK,Y,N
72055441,DNNR,Y,P
72063885,LROI,Y,P
72057344,QNRK,Y,N
72066400,BHHL,Y,N
72059899,HJIK,Y,P
72055084,ZRUH,Y,P
72069115,TJIS,Y,P
72058219,LPUO,Y,P
72056749,BUXU,Y,P
72069560,FLSZ,Y,P
72060644,RTQT,Y,P
72067140,UVJX,Y,P
72057012,UAFL,Y,P
72054208,VXRJ,Y,N
72067896,NUXY,Y,N
72055958,YJPX,Y,P
72055694,LPUO,Y,P
72059766,VXRJ,Y,N
72065306,AENM,Y,P
72068133,WREC,Y,N
72053809,UAFL,Y,P
72061280,NEPH,Y,P
72064571,TJIS,Y,P
72056357,OBEX,Y,P
72064778,NZKX,Y,P
72054615,LROI,Y,P
72058413,LROI,Y,N
72056880,FCFB,N,P
72063362,ZPEC,Y,P
72051780,HPWY,Y,P
72056021,TUUU,Y,P
72057335,AENM,Y,P
72067212,ODSX,Y,P
72057392,ZKPQ,Y,P
72055747,TCKD,Y,P
72064184,TJIS,Y,P
72059770,TJIS,Y,P
72061636,TJIS,Y,P
72054463,EZXA,Y,P
72066784,HJIK,Y,P
72066073,TJIS,Y,P
72065208,UAFL,Y,P
72062503,NZKX,Y,P
72053897,NZKX,Y,P
72050898,TJIS,Y,P
72066382,GXAJ,Y,P
72053622,QNRK,Y,N
72052427,TJIS,Y,P
72061055,BHHL,N,B
72057500,LLZY,Y,P
72065745,QHLK,Y,P
72051149,BUXU,N,P
72057979,UAFL,Y,P
72063332,FLSZ,Y,P
72051676,RTQT,Y,P
72054657,FLSZ,Y,P
72054865,VVMD,Y,P
72066896,EZXA,Y,P
72053229,LROI,Y,P
72055608,ODSX,Y,P
72058683,VXJD,Y,P
72054552,NUXY,Y,N
72062954,ULQZ,Y,P
72067824,HJIK,Y,P
72068281,RLOS,Y,P
72062951,VOMK,Y,P
72051066,FLSZ,Y,P
72058863,ZPEC,Y,P
72055187,TJIS,Y,P
72060907,UAFL,Y,P
72054392,FLSZ,Y,P
72060375,FLSZ,Y,P
72059196,GMDR,Y,P
72066752,OUWJ,Y,P
72059279,HJIK,Y,P
72066590,HJIK,Y,P
72066643,HJIK,Y,P
72061785,UVJX,Y,P
72064325,WREC,Y,N
72051318,ZRUH,Y,P
72052744,UVJX,Y,P
72063966,GMDR,Y,P
72060815,FLSZ,N,P
72057790,HJIK,Y,P
72066446,NUXY,Y,N
72057880,WREC,Y,P
72057658,AENM,Y,P
72062334,TFTZ,Y,P
72062897,TJIS,N,P
72065637,SGZW,Y,P
72059658,OPVP,Y,P
72054804,NEPH,Y,N
72065661,KMYV,Y,P
72062003,FLSZ,Y,P
72062786,UVJX,Y,P
72067485,YJPX,N,P
72058836,TGIT,Y,P
72066306,URXX,Y,P
72068806,EZXA,Y,P
72063317,YQCC,Y,P
72057698,VOMK,Y,P
72051909,VOMK,Y,P
72065169,LROI,Y,P
72068916,GXAJ,Y,P
72063564,LROI,Y,P
72061097,OBEX,Y,P
72056972,OBEX,Y,P
72054239,HJIK,N,P
72054963,TJIS,Y,P
72052985,KIPZ,Y,P
72058760,HJIK,Y,P
72066853,QXWP,Y,P
72065171,LROI,Y,P
72051069,TJIS,Y,P
72063267,LROI,Y,P
72066720,YJPX,N,P
72057298,LROI,Y,P
72056792,FWUK,N,B
72058710,LROI,Y,P
72064390,LROI,Y,P
72064886,GXAJ,Y,P
72063832,VXJD,Y,P
72066264,LROI,Y,P
72066834,NEPH,N,B
72052983,GMDR,Y,P
72057755,VXJD,Y,P
72052679,GYZF,Y,P
72062847,JMAI,Y,P
72052834,VOMK,Y,P
72057402,TJIS,Y,P
72063821,TGIT,Y,P
72054603,NUXY,Y,N
72053093,GMDR,N,P
72060090,OBEX,Y,P
72060429,LROI,Y,P
72058862,HUJA,Y,P
72054333,TJIS,Y,P
72058868,GMDR,Y,P
72065150,FLSZ,N,P
72065721,GMDR,N,P
72069825,FLSZ,Y,P
72055822,KIPZ,Y,P
72062785,UVJX,Y,P
72064075,UAFL,Y,P
72067272,LRQU,N,P
72062762,VXJD,Y,P
72059629,RLOS,Y,P
72065580,FLSZ,Y,P
72065572,FLSZ,Y,P
72064916,UAFL,Y,P
72054138,UAFL,Y,P
72055569,NBNP,Y,P
72059294,ZPEC,Y,N
72052935,SGZW,N,B
72060316,FLSZ,Y,P
72054483,BPNK,Y,P
72058634,LROI,Y,P
72065599,LLZY,Y,P
72068093,FLSZ,Y,P
72056704,OBEX,Y,P
72064409,NUXY,Y,N
72054335,UVJX,Y,P
72050630,URXX,Y,P
72060037,AENM,Y,P
72063954,WCLE,Y,P
72063423,WCLE,Y,P
72062852,ODSX,Y,P
72069833,RLOS,Y,P
72069551,OPVP,Y,P
72066585,GSQV,Y,P
72063324,UVJX,Y,P
72058466,SSAL,Y,P
72064541,TJIS,Y,P
72067656,RLOS,Y,P
72052467,HJIK,Y,P
72067651,URXX,N,P
72054297,NEPH,Y,P
72067572,TJIS,Y,P
72052924,VOMK,Y,P
72051820,CHRE,Y,N
72061614,OPVP,Y,P
72067244,LROI,Y,P
72060896,HJIK,Y,P
72058569,LROI,Y,P
72055077,BUXU,Y,P
72057579,KIPZ,Y,P
72052052,CHRE,Y,N
72063511,EZXA,Y,P
72069615,GMDR,Y,P
72053210,UAFL,Y,P
72053104,OBEX,Y,P
72047549,EZXA,Y,P
72051994,CHRE,Y,N
72066381,GXAJ,Y,P
72051957,MMQA,N,B
72051954,CHRE,Y,N
72060898,ZPEC,Y,P
72064055,LPUO,Y,P
72063813,TJIS,Y,P
72066516,AENM,Y,P
72052920,DNNR,Y,P
72062515,GMDR,N,P
72062306,AENM,Y,P
72061945,CHRE,Y,N
72057122,DGRO,Y,P
72067446,UVJX,Y,P
72056680,UVJX,Y,P
72059800,TJIS,Y,P
72059699,UAFL,Y,P
72053854,GMDR,Y,P
72057544,DNNR,Y,P
72061786,UVJX,Y,P
72056844,GMDR,N,P
72069044,DNNR,N,P
72063930,ODSX,Y,P
72062716,AENM,Y,P
72054114,ODSX,Y,P
72065728,HJIK,Y,P
72065800,HJIK,Y,P
72062807,DQIC,Y,P
72052619,UAFL,Y,P
72061828,TGIT,Y,P
72065651,GMDR,N,P
72055773,LPUO,Y,P
72053024,GMDR,N,P
72067806,EZXA,Y,P
72068737,YJPX,Y,P
72052426,OBEX,Y,P
72054837,LROI,Y,P
72054888,LROI,Y,P
72054712,NBNP,N,P
72064951,YFVO,Y,P
72062300,OPVP,Y,P
72067218,BPNK,Y,P
72053986,LLZY,Y,P
72054424,UAFL,Y,P
72053244,GMDR,N,P
72057105,LLZY,Y,P
72067108,FLSZ,Y,N
72051734,HJIK,Y,P
72057583,UAFL,Y,P
72057188,TJIS,Y,P
72066565,HPWY,N,P
72055264,LLZY,Y,N
72055351,HUJA,Y,P
72055028,HPWY,Y,P
72067061,LROI,Y,N
72060878,SGZW,Y,P
72069045,FLSZ,Y,P
72063108,YFVO,Y,P
72054596,UVJX,Y,P
72053659,ODSX,Y,P
72068052,RBTU,Y,N
72052595,GMDR,Y,P
72057043,UAFL,Y,P
72042625,UVJX,Y,P
72060218,LROI,Y,P
72058592,RLOS,Y,P
72053360,UVJX,Y,P
72057154,BJTI,Y,P
72058450,TJIS,N,P
72066893,SWPQ,Y,N
72063311,LROI,Y,P
72062534,ZKPQ,N,N
72067435,LPUO,Y,P
72056218,GMDR,Y,P
72061765,VXRJ,Y,N
72062378,LROI,Y,P
72059660,FLSZ,Y,P
72054391,ODSX,Y,P
72060446,GMDR,Y,P
72059652,LROI,Y,P
72067890,NUXY,Y,N
72067855,TJIS,Y,P
72067564,TJIS,Y,P
72059679,LROI,Y,P
72060774,TJIS,N,P
72058151,NZKX,Y,P
72066979,UVJX,Y,P
72057347,HJIK,Y,P
72066534,HJIK,Y,P
72062657,UQIN,Y,N
72065444,HJIK,Y,P
72065455,VOMK,Y,P
72062876,VOMK,Y,P
72058071,BUXU,Y,P
72052465,ZPEC,Y,P
72059945,HJIK,Y,P
72058425,TJIS,Y,P
72059666,YFVO,Y,P
72064944,UAFL,Y,P
72054434,LPUO,Y,P
72059337,LROI,N,B
72055985,NBNP,N,P
72069762,TJIS,Y,P
72063716,EZXA,Y,P
72064355,UAFL,Y,P
72066741,ZPEC,N,P
72052369,GXAJ,Y,P
72058985,LROI,Y,P
72054672,FLSZ,Y,P
72053821,VOMK,Y,P
72056800,HPWY,Y,P
72055635,FLSZ,Y,P
72058719,FWUK,N,B
72064626,FGKF,Y,P
72057974,EZXA,Y,P
72054244,GXAJ,Y,P
72058107,GXAJ,Y,P
72053280,WREC,N,B
72055740,HJIK,Y,P
72067871,LROI,Y,P
72052173,ULQZ,Y,P
72065318,LPUO,Y,P
72052533,BUXU,Y,P
72063124,LROI,Y,P
72052537,UVJX,Y,P
72057056,RTQT,Y,P
72067139,HJIK,Y,P
72051930,FLSZ,Y,P
72067368,BUXU,Y,N
72055330,LPUO,Y,P
72068359,BHHL,Y,N
72064044,ZPEC,Y,N
72060334,TJIS,Y,P
72063661,UVJX,Y,P
72056647,UAFL,Y,P
72055644,TJIS,Y,P
72055589,HJIK,Y,P
72056276,TFTZ,N,P
72059639,VXJD,Y,N
72058590,UAFL,Y,N
72060947,UAFL,Y,P
72065417,VOMK,Y,P
72059333,TJIS,Y,P
72058213,GMDR,Y,P
72064720,BHHL,N,B
72062312,TJIS,Y,P
72059807,TJIS,Y,P
72064405,QXWP,Y,N
72064406,QXWP,Y,N
72063529,LROI,Y,P
72066583,BHHL,N,B
72065510,BUXU,Y,P
72061739,UAFL,Y,P
72066386,NEPH,Y,P
72067233,YFVO,Y,P
72059951,LROI,Y,P
72067587,YFVO,Y,P
72052504,GMDR,Y,P
72063014,FLSZ,N,P
72055305,GMDR,Y,P
72054540,FLSZ,Y,P
72051941,FWUK,N,B
72058915,LROI,Y,N
72060714,TJIS,Y,P
72064734,WTJW,Y,P
72065525,SSAL,Y,P
72055033,BHHL,N,P
72067455,NBNP,Y,P
72065712,TJIS,Y,P
72055819,QNRK,Y,N
72062765,HJIK,N,P
72062303,NBNP,Y,P
72053162,RLOS,Y,P
72063104,LROI,Y,P
72063308,FWUK,Y,N
72060729,UAFL,Y,P
72054353,NUXY,N,N
72069549,WREC,Y,P
72054535,WREC,Y,P
72062480,BUXU,Y,P
72050536,LROI,Y,P
72064504,LROI,Y,P
72057683,RXIB,Y,P
72065909,OBEX,N,B
72055623,UVJX,Y,P
72063268,RXIB,Y,P
72060452,FLSZ,Y,P
72054209,VXRJ,Y,N
72051302,QXWP,Y,P
72060338,TJIS,Y,P
72054303,LROI,Y,P
72067031,LROI,Y,P
72055096,GSQV,Y,P
72053728,FLSZ,Y,N
72052425,TJIS,Y,P
72063318,VXJD,N,P
72047519,URXX,Y,P
72052522,URXX,Y,P
72063926,YFVO,Y,P
72050959,OPVP,Y,P
72055074,UVJX,Y,P
72060932,UAFL,Y,P
72059970,ODSX,Y,P
72055730,ULQZ,Y,P
72059914,FLSZ,Y,P
72065478,ODSX,Y,P
72055814,TJIS,Y,P
72061163,LROI,Y,P
72054626,OBEX,Y,P
72055361,ODSX,Y,P
72060328,TJIS,Y,P
72061988,ZPEC,N,B
72051944,ODSX,Y,P
72055669,HJIK,Y,P
72067520,RNZD,Y,P
72052481,ZKPQ,Y,P
72060422,HJIK,Y,P
72056695,QZXD,Y,P
72061309,LPUO,Y,P
72053370,UAFL,Y,P
72054899,LPUO,Y,P
72063046,LROI,Y,P
72059912,RLOS,Y,P
72060322,OBEX,Y,P
72052450,RTQT,Y,P
72067894,NUXY,Y,N
72062283,OCZI,Y,P
72052449,RTQT,Y,P
72064924,UAFL,Y,P
72055194,QNRK,Y,N
72061364,VXJD,Y,P
72068059,ODSX,Y,P
72066708,GSQV,Y,P
72068907,UVJX,Y,P
72052560,OBEX,Y,P
72058558,LROI,Y,N
72064266,TJIS,Y,P
72064303,TJIS,Y,P
72061612,TCKD,Y,P
72055823,TJIS,Y,P
72062050,QGHE,Y,P
72053937,QNRK,Y,N
72066268,BPNK,Y,P
72066252,VOMK,Y,N
72066141,VOMK,Y,N
72065862,UAFL,Y,P
72065868,LROI,Y,P
72066365,HJIK,Y,P
72068566,WREC,Y,N
72060062,ODSX,Y,P
72054475,LRQU,Y,P
72061746,BHHL,Y,N
72063893,ODSX,Y,P
72054862,ODSX,Y,P
72065601,BHHL,Y,N
72056966,BUXU,Y,P
72068124,BUXU,Y,N
72068125,BUXU,Y,N
72059758,GSQV,Y,P
72056859,TJIS,Y,P
72063058,GMDR,Y,P
72068019,BUXU,Y,N
72055041,EZXA,Y,P
72065709,BPNK,Y,P
72059585,UVJX,Y,P
72068289,EZXA,Y,P
72060856,UVJX,Y,P
72059332,TJIS,Y,P
72063667,QEJA,N,B
72064711,UAFL,Y,P
72057726,RLOS,Y,P
72058830,VXJD,Y,P
72068918,GXAJ,Y,P
72067309,OBEX,Y,P
72052659,RLOS,Y,P
72061259,PVKT,Y,P
72063069,SSAL,N,B
72065998,TJIS,Y,P
72065414,JMAI,Y,P
72055787,FGKF,Y,P
72053736,UAFL,Y,P
72056957,HJIK,Y,P
72053758,TJIS,Y,P
72055268,LLZY,Y,N
72053450,NEPH,Y,P
72063079,TJIS,Y,P
72064947,UAFL,Y,P
72062055,CHRE,Y,N
72067375,OBEX,Y,P
72056926,VQVH,Y,P
72068649,DNNR,Y,P
72068371,UAFL,Y,P
72061890,TJIS,Y,P
72064638,UAFL,Y,P
72061891,TJIS,Y,P
72064927,UAFL,Y,P
72054133,QXWP,Y,P
72057990,YFVO,N,P
72058073,YFVO,Y,P
72053069,NEPH,Y,P
72060695,WREC,N,B
72060569,BUXU,Y,P
72066301,UAFL,Y,P
72054663,UVJX,Y,P
72053668,UVJX,Y,P
72063011,NUXY,N,N
72063253,NBNP,Y,P
72059114,BUXU,Y,P
72061186,DNNR,Y,N
72063918,UAFL,Y,P
72060912,UAFL,Y,P
72069106,TJIS,Y,P
72062755,YJPX,Y,P
72068232,FLSZ,Y,P
72068032,TJIS,Y,N
72068264,NUXY,Y,N
72057311,VXJD,Y,P
72054668,FLSZ,Y,P
72055486,FLSZ,Y,N
72069809,FLSZ,Y,P
72062720,NEPH,Y,P
72065498,NBNP,Y,P
72056728,TJIS,Y,P
72069047,OPVP,Y,P
72062012,TGIT,Y,P
72060315,BUXU,Y,P
72060822,UVJX,Y,P
72065285,VOMK,Y,P
72066789,HPWY,Y,P
72057756,VXJD,Y,P
72066774,FLSZ,Y,P
72057759,VXJD,Y,P
72066488,QHLK,Y,P
72060258,LROI,Y,P
72053296,GMDR,Y,P
72064402,QXWP,Y,N
72065969,NEPH,Y,P
72062969,VOMK,Y,P
72062887,ULQZ,Y,P
72063559,LROI,Y,P
72062912,ULQZ,Y,P
72053446,GMDR,Y,P
72059403,FLSZ,Y,P
72060014,GMDR,Y,P
72057955,YFVO,Y,P
72056784,FLSZ,Y,P
72066428,URXX,Y,N
72058821,NUXY,Y,N
72054484,BPNK,Y,P
72067358,BPNK,Y,P
