shipment number,acpt_carrier_cd,acpt_first_response_fg
72084994,GXAJ,Y
72074223,RTQT,Y
72072600,HJIK,Y
72087167,TFTZ,Y
72089154,NEPH,Y
72076018,BPNK,Y
72080278,WREC,Y
72080460,WREC,Y
72076670,FGKF,Y
72085717,HJIK,Y
72071271,BHHL,Y
72082666,ZPEC,Y
72083515,RLOS,Y
72085524,CHRE,Y
72072605,LROI,Y
72086185,FLSZ,Y
72079506,OPVP,Y
72072695,VOMK,Y
72088221,TFTZ,Y
72069915,TJIS,Y
72083524,HJIK,Y
72080364,NBNP,Y
72088163,TFTZ,Y
72083942,OBEX,Y
72088843,GMDR,Y
72082550,OBEX,Y
72077646,UAFL,Y
72074783,HJIK,Y
72084148,VXJD,Y
72089228,FLSZ,Y
72086643,GXAJ,Y
72080828,GMDR,Y
72074795,TJIS,Y
72077035,UVJX,Y
72081070,UVJX,Y
72090642,UVJX,Y
72073317,UVJX,Y
72086107,TJIS,Y
72085947,TJIS,Y
72080020,GXAJ,Y
72080224,LROI,Y
72073109,TJIS,Y
72086779,UVJX,Y
72072873,LROI,Y
72072720,UAFL,Y
72079736,VXJD,Y
72074106,UVJX,Y
72081665,UVJX,Y
72075486,UVJX,Y
72070823,UVJX,Y
72076750,TJIS,Y
72069436,YFVO,Y
72074442,TJIS,Y
72073058,TJIS,Y
72085813,HJIK,Y
72081435,ZKPQ,Y
72074444,TJIS,Y
72072379,HJIK,Y
72084943,HJIK,Y
72084889,EZXA,Y
72076136,ULQZ,Y
72080112,AENM,Y
72088846,VOMK,Y
72087987,UVJX,Y
72090484,LLZY,Y
72085047,LROI,Y
72082883,VXJD,Y
72081434,HJIK,Y
72071777,VXJD,Y
72075842,HJIK,Y
72076351,DGRO,Y
72070116,GXAJ,Y
72089317,HJIK,Y
72088819,LROI,Y
72078664,AENM,Y
72088359,OBEX,Y
72077787,QXWP,Y
72083249,HJIK,Y
72070777,HJIK,Y
72087120,GMDR,Y
72087340,SWPQ,Y
72086714,EPUG,Y
72079992,NBNP,Y
72079101,NBNP,Y
72086222,EPUG,Y
72076408,LROI,Y
72087097,JMAI,Y
72082130,YFVO,Y
72079962,EZXA,Y
72084136,QGHE,Y
72078605,LROI,Y
72084821,ODSX,Y
72070278,KIPZ,Y
72085073,KIPZ,Y
72084971,TJIS,Y
72082626,ZPEC,Y
72076723,LROI,Y
72075906,NBNP,Y
72072393,LRQU,Y
72074314,UAFL,Y
72069861,TJIS,Y
72069770,BJTI,Y
72071255,OPVP,Y
72087790,ZPEC,Y
72080628,TJIS,Y
72080213,URXX,Y
72089862,YFVO,Y
72080955,TCKD,Y
72086236,QXWP,Y
72071313,EZXA,Y
72088444,QXWP,Y
72084673,KTSU,Y
72072739,VOMK,Y
72079804,SGZW,Y
72082874,SGZW,Y
72087659,DQIC,Y
72086548,RTQT,Y
72087175,AENM,Y
72086126,NEPH,Y
72087270,CHRE,Y
72076323,LROI,Y
72079925,ZPEC,Y
72070645,ODSX,Y
72085363,LROI,Y
72086082,NBNP,Y
72081065,ODSX,Y
72076822,TJIS,Y
72085375,UAFL,Y
72089397,FGKF,Y
72070543,VXRJ,Y
72088839,LROI,Y
72085318,SGZW,Y
72078841,TJIS,Y
72086654,TJIS,Y
72074939,GXAJ,Y
72079964,ZRUH,Y
72085715,LROI,Y
72071906,ODSX,Y
72077726,TJIS,Y
72075029,CHRE,Y
72069517,KIPZ,Y
72078174,TJIS,Y
72084082,DGRO,Y
72076533,GXAJ,Y
72085143,FLSZ,Y
72090766,TJIS,Y
72088664,TJIS,Y
72090605,TJIS,Y
72082015,AENM,Y
72080608,LYQQ,Y
72086274,YFVO,Y
72088934,GMDR,Y
72082045,URXX,Y
72086641,GXAJ,Y
72088436,GMDR,Y
72077500,AENM,Y
72076111,UAFL,Y
72085917,ZPEC,Y
72088203,LROI,Y
72076998,OPVP,Y
72090627,FLSZ,Y
72085262,WREC,Y
72084809,LROI,Y
72071134,HJIK,Y
72078088,NBNP,Y
72077615,LROI,Y
72088832,WREC,Y
72086788,FLSZ,Y
72072427,HPWY,Y
72071200,BPNK,Y
72076366,LROI,Y
72076000,URXX,Y
72086637,GXAJ,Y
72083734,UAFL,Y
72080507,BPNK,Y
72078614,GMDR,Y
72074351,HJIK,Y
72083774,LLZY,Y
72088844,VOMK,Y
72076812,LROI,Y
72074172,SWPQ,Y
72075696,YXXG,Y
72076212,LROI,Y
72076915,NUXY,Y
72077190,TJIS,Y
72073267,HJIK,Y
72068533,BHHL,Y
72072931,BUXU,Y
72085550,LROI,Y
72073001,HJIK,Y
72082775,RTQT,Y
72074679,EZXA,Y
72086264,TFTZ,Y
72088324,RLOS,Y
72089631,UVJX,Y
72079705,CJPF,Y
72086223,EPUG,Y
72084591,NEPH,Y
72074477,AENM,Y
72083066,AENM,Y
72073936,KTSU,Y
72078626,AENM,Y
72084962,VOMK,Y
72084919,VOMK,Y
72079223,NZKX,Y
72072565,ULQZ,Y
72077401,FLSZ,Y
72089480,YFVO,Y
72087488,EZXA,Y
72090803,UAFL,Y
72069914,TJIS,Y
72073983,UAFL,Y
72090108,LROI,Y
72069911,TJIS,Y
72074338,UAFL,Y
72077129,URXX,Y
72086882,UAFL,Y
72073652,LLZY,Y
72077137,BPNK,Y
72075169,AENM,Y
72074648,VOMK,Y
72082478,UAFL,Y
72073381,ODSX,Y
72085236,GMDR,Y
72079722,TJIS,Y
72070741,ODSX,Y
72084005,LROI,Y
72073298,URXX,Y
72085868,VOMK,Y
72079351,LROI,Y
72075959,LROI,Y
72069779,LROI,Y
72074896,UAFL,Y
72075457,BUXU,Y
72085112,YFVO,Y
72080282,VOMK,Y
72082398,OBEX,Y
72087895,OBEX,Y
72085883,VOMK,Y
72078008,RTQT,Y
72082287,NEPH,Y
72070045,OBEX,Y
72076157,VOMK,Y
72078812,CHRE,Y
72073618,LPUO,Y
72075595,YFVO,Y
72083056,VOMK,Y
72087690,ZRUH,Y
72072777,FLSZ,Y
72075598,YFVO,Y
72081942,AENM,Y
72080654,WREC,Y
72072770,NEPH,Y
72087598,ZRUH,Y
72080311,LROI,Y
72089123,LROI,Y
71917524,NEYX,Y
72090969,VXJD,Y
72086627,TJIS,Y
72088037,LPUO,Y
72089336,LLZY,Y
72087043,ZPEC,Y
72087701,UAFL,Y
72073047,GXAJ,Y
72070796,CHRE,Y
72085847,VXRJ,Y
72076283,LLZY,Y
72073323,FLSZ,Y
72080501,LLZY,Y
72084579,LPUO,Y
72081794,ZKPQ,Y
72069981,GMDR,Y
72077403,FLSZ,Y
72083517,DNNR,Y
72077860,FLSZ,Y
72075065,GXAJ,Y
72087440,BPNK,Y
72072103,CHRE,Y
72083939,VXRJ,Y
72088022,ZKPQ,Y
72072686,TJIS,Y
72075386,UAFL,Y
72072934,DNNR,Y
72082414,UAFL,Y
72089267,URXX,Y
72077671,UAFL,Y
72076780,AENM,Y
72082831,VTOK,Y
72088103,OFCN,Y
72085209,LROI,Y
72074861,LROI,Y
72074973,EOLP,Y
72086665,QXWP,Y
72080893,NUXY,Y
72084949,EZXA,Y
72083201,FLSZ,Y
72071871,TGIT,Y
72080793,UVJX,Y
72085025,UVJX,Y
72074972,TJIS,Y
72077939,UVJX,Y
72081667,UVJX,Y
72087170,URXX,Y
72074777,UAFL,Y
72086983,GMDR,Y
72074357,ZPEC,Y
72082145,RLOS,Y
72083674,NUXY,Y
72090517,GMDR,Y
72080615,EZXA,Y
72089655,GMDR,Y
72076188,GMDR,Y
72075946,ODSX,Y
72080442,BUXU,Y
72088000,QXWP,Y
72080446,HJIK,Y
72070221,YFVO,Y
72078611,NBNP,Y
72072965,TJIS,Y
72068392,WQUV,Y
72072946,TJIS,Y
72086136,LROI,Y
72071623,ZPEC,Y
72076686,TJIS,Y
72087297,SWPQ,Y
72083462,UAFL,Y
72069760,OBEX,Y
72083059,UVJX,Y
72074316,UAFL,Y
72075390,UAFL,Y
72075353,UAFL,Y
72088053,URXX,Y
72084864,URXX,Y
72085570,WTJW,Y
72087525,OBEX,Y
72087776,OPVP,Y
72086677,TJIS,Y
72084877,TFTZ,Y
72085140,TJIS,Y
72082597,BHHL,Y
72084609,LROI,Y
72076132,QXWP,Y
72072733,QNRK,Y
72080902,TJIS,Y
72075888,WTJW,Y
72077061,LPUO,Y
72072366,JMAI,Y
72073061,TJIS,Y
72088478,WTJW,Y
72070050,UAFL,Y
72080987,RTQT,Y
72089775,ODSX,Y
72086836,RLOS,Y
72088244,ODSX,Y
72088460,LROI,Y
72088371,FUYI,Y
72073579,UVJX,Y
72080334,GMDR,Y
72072035,QXWP,Y
72074269,QXWP,Y
72076248,BPNK,Y
72081683,TJIS,Y
72079698,NUXY,Y
72083569,RNZD,Y
72088646,NEPH,Y
72080117,WCLE,Y
72085400,WCLE,Y
72075913,ZPEC,Y
72081005,TJIS,Y
72087964,NBNP,Y
72088382,LPUO,Y
72073308,SGZW,Y
72085948,TJIS,Y
72073480,ZJDO,Y
72079136,HJIK,Y
72075783,LROI,Y
72073421,TJIS,Y
72087432,HJIK,Y
72081436,BHHL,Y
72077369,LROI,Y
72077981,UAFL,Y
72083799,GMDR,Y
72078928,RPWL,Y
72069732,ZPEC,Y
72082316,UVJX,Y
72076787,HJIK,Y
72070139,OBEX,Y
72077038,UVJX,Y
72080970,QXWP,Y
72088235,FLSZ,Y
72079219,BEMH,Y
72084267,FLSZ,Y
72075586,RTQT,Y
72072489,BHHL,Y
72083456,VOMK,Y
72079684,LROI,Y
72070760,LLZY,Y
72089372,HJIK,Y
72072778,TFTZ,Y
72070679,BHHL,Y
72073460,UAFL,Y
72069527,FUYI,Y
72084785,BHHL,Y
72079497,HJIK,Y
72077131,URXX,Y
72079660,LROI,Y
72090974,UVJX,Y
72080684,HJIK,Y
72070851,LROI,Y
72075616,TJIS,Y
72083075,FLSZ,Y
72081710,OPVP,Y
72082123,OBEX,Y
72073886,LROI,Y
72076137,URXX,Y
72080349,LROI,Y
72088310,TJIS,Y
72088687,HJIK,Y
72085751,FLSZ,Y
72082551,OBEX,Y
72083429,KIPZ,Y
72082200,RTQT,Y
72087930,QXWP,Y
72084696,LLZY,Y
72072240,UAFL,Y
72087435,OCZI,Y
72088549,FLSZ,Y
72076537,NEPH,Y
72080636,LROI,Y
72088295,GMDR,Y
72084728,BUXU,Y
72072977,LROI,Y
72081678,OPVP,Y
72090327,UVJX,Y
72090419,UAFL,Y
72078579,ODSX,Y
72086459,RPWL,Y
72075479,UVJX,Y
72076921,LPUO,Y
72072338,LROI,Y
72084135,URXX,Y
72075164,FLSZ,Y
72081294,NEPH,Y
72074114,TJIS,Y
72073558,LROI,Y
72079278,NBNP,Y
72079274,NBNP,Y
72072477,JMAI,Y
72089059,LROI,Y
72064877,OUWJ,Y
72085461,HJIK,Y
72073340,TJIS,Y
72082778,EZXA,Y
72086822,LROI,Y
72073073,LROI,Y
72080396,PVKT,Y
72085806,QZXD,Y
72090629,SGZW,Y
72070574,HZWD,Y
72085068,LROI,Y
72051640,CHRE,Y
72073089,LROI,Y
72074696,BUXU,Y
72070499,VOMK,Y
72086721,GSQV,Y
72073012,ZPEC,Y
72071869,QXWP,Y
72082830,QNRK,Y
72085488,UAFL,Y
72072098,LPUO,Y
72085885,VOMK,Y
72090398,TJIS,Y
72081366,FLSZ,Y
72089535,RTQT,Y
72085301,LROI,Y
72089603,FUYI,Y
72078493,RTQT,Y
72073656,DNNR,Y
72089335,LLZY,Y
72074225,RTQT,Y
72086919,UAFL,Y
72081419,LROI,Y
72079895,FLSZ,Y
72089215,YQCC,Y
72084976,SGZW,Y
72081297,GMDR,Y
72074933,KIPZ,Y
72072315,LROI,Y
72076150,VXRJ,Y
72076058,BPNK,Y
72085637,FLSZ,Y
72079598,BUXU,Y
72078093,HJIK,Y
72075496,SSAL,Y
72070235,AENM,Y
72077853,UVJX,Y
72073577,NBNP,Y
72079781,BUXU,Y
72074117,FLSZ,Y
72080369,FLSZ,Y
72071177,LROI,Y
72076046,EZXA,Y
72080605,RPWL,Y
72074295,LROI,Y
72072868,GSQV,Y
72069956,GMDR,Y
72078366,TJIS,Y
72075978,URXX,Y
72073368,ODSX,Y
72078601,LPUO,Y
72074341,UAFL,Y
72077276,OUWJ,Y
72082085,TJIS,Y
72069061,OBEX,Y
72089354,GMDR,Y
72076400,TGIT,Y
72070693,SGZW,Y
72089020,HJIK,Y
72073501,GMDR,Y
72073455,GXAJ,Y
72081693,TJIS,Y
72073304,URXX,Y
72080714,ODSX,Y
72083773,UAFL,Y
72082046,QZXD,Y
72070212,NEPH,Y
72072604,HJIK,Y
72069940,RTQT,Y
72067580,UVJX,Y
72088833,UVJX,Y
72088649,TJIS,Y
72080901,TJIS,Y
72081784,TJIS,Y
72089257,LROI,Y
72083740,RLOS,Y
72079315,DQIC,Y
72070414,BJTI,Y
72082514,UAFL,Y
72086886,UAFL,Y
72069604,NUXY,Y
72077762,OBEX,Y
72075307,HJIK,Y
72081299,ODSX,Y
72081793,LROI,Y
72084240,BPNK,Y
72084228,BPNK,Y
72076735,TJIS,Y
72075452,BHHL,Y
72076113,GMDR,Y
72085111,YFVO,Y
72071996,CHRE,Y
72073431,GXAJ,Y
72082814,HJIK,Y
72074141,UVJX,Y
72084436,LROI,Y
72080532,LROI,Y
72072287,OBEX,Y
72078994,LYQQ,Y
72076203,LPUO,Y
72073992,UAFL,Y
72079039,HJIK,Y
72074593,HJIK,Y
72076729,TJIS,Y
72077504,AENM,Y
72069828,HJIK,Y
72086884,UAFL,Y
72085402,HJIK,Y
72081835,AENM,Y
72076021,GXAJ,Y
72073048,GXAJ,Y
72086676,TJIS,Y
72088342,FLSZ,Y
72083211,TJIS,Y
72087788,AENM,Y
72074332,UAFL,Y
72090615,BUXU,Y
72074588,SWPQ,Y
72073186,HJIK,Y
72070248,BHHL,Y
72072055,LROI,Y
72076484,URXX,Y
72086098,EPUG,Y
72079816,UAFL,Y
72082743,AENM,Y
72080018,LROI,Y
72077851,URXX,Y
72074557,LROI,Y
72074197,FLSZ,Y
72082198,UAFL,Y
72070531,CHRE,Y
72070865,ODSX,Y
72089377,RLOS,Y
72074206,FLSZ,Y
72084862,ODSX,Y
72082257,WTJW,Y
72089346,LROI,Y
72077022,URXX,Y
72079569,VXJD,Y
72080426,WREC,Y
72072501,ZPEC,Y
72082739,EZXA,Y
72087563,QHLK,Y
72087038,QHLK,Y
72074383,QHLK,Y
72072146,STVJ,Y
72085950,VOMK,Y
72077733,TJIS,Y
72074159,BUXU,Y
72087880,FLSZ,Y
72090846,TJIS,Y
72080854,ODSX,Y
72090180,LROI,Y
72072138,STVJ,Y
72082252,NBNP,Y
72084865,ODSX,Y
72089292,YFVO,Y
72076697,LROI,Y
72071642,ZPEC,Y
72072861,LROI,Y
72069439,FLSZ,Y
72068895,URXX,Y
72085827,FLSZ,Y
72082646,LROI,Y
72076943,UAFL,Y
72080407,WREC,Y
72076372,LROI,Y
72090801,UAFL,Y
72078622,LROI,Y
72070264,NBNP,Y
72069965,ZPEC,Y
72073181,BPNK,Y
72078906,LROI,Y
72084386,VHJQ,Y
72069492,NUXY,Y
72069958,HJIK,Y
72074811,SGZW,Y
72083181,TJIS,Y
72074465,GMDR,Y
72088778,GMDR,Y
72079905,DQIC,Y
72075568,TJIS,Y
72087529,HJIK,Y
72069916,BUXU,Y
72075481,UVJX,Y
72070711,NEPH,Y
72087296,SWPQ,Y
72070688,LLZY,Y
72075192,YXXG,Y
72074098,UVJX,Y
72079106,WMLJ,Y
72083319,SGZW,Y
72075641,ODSX,Y
72083302,TJIS,Y
72089402,UAFL,Y
72081388,LROI,Y
72085949,VOMK,Y
72081588,VOMK,Y
72087654,FLSZ,Y
72083879,NBNP,Y
72074181,UVJX,Y
72073002,HJIK,Y
72079712,ZRUH,Y
72083483,RXIB,Y
72079441,HJIK,Y
72074625,HJIK,Y
72080796,TJIS,Y
72082589,ZPEC,Y
72089868,HJIK,Y
72090638,FLSZ,Y
72077703,LROI,Y
72073305,VXJD,Y
72087952,FLSZ,Y
72077808,URXX,Y
72072245,TJIS,Y
72077425,QXWP,Y
72073604,TFTZ,Y
72079468,TJIS,Y
72077042,NUXY,Y
72076126,TJIS,Y
72072772,NEPH,Y
72086035,KTSU,Y
72079808,QXWP,Y
72076330,DQIC,Y
72085398,URXX,Y
72088406,TJIS,Y
72071399,TJIS,Y
72090558,TJIS,Y
72077661,ZRUH,Y
72090030,UVJX,Y
72073504,ZPEC,Y
72090717,TJIS,Y
72088645,LROI,Y
72087193,EZXA,Y
72084510,LROI,Y
72077711,TJIS,Y
72085388,GMDR,Y
72082479,UAFL,Y
72085113,YFVO,Y
72082806,BUXU,Y
72080162,TJIS,Y
72074248,DNNR,Y
72077091,RNZD,Y
72076100,NUXY,Y
72083264,VOMK,Y
72077097,BPNK,Y
72076748,LROI,Y
72075383,UAFL,Y
72080683,YFVO,Y
72077112,LROI,Y
72079543,UAFL,Y
72088705,LROI,Y
72077910,FLSZ,Y
72084686,ZPEC,Y
72069676,ZPEC,Y
72084158,UVJX,Y
72085198,LROI,Y
72089141,GMDR,Y
72079631,LROI,Y
72069778,LROI,Y
72072804,BHHL,Y
72085744,FLSZ,Y
72069931,GXAJ,Y
72080046,LRQU,Y
72072056,LRQU,Y
72085821,FLSZ,Y
72080383,FLSZ,Y
72079763,WREC,Y
72076340,CHRE,Y
72083643,LROI,Y
72088267,NBNP,Y
72079234,NZKX,Y
72076069,JMAI,Y
72075435,QNRK,Y
72075318,FGKF,Y
72077744,TJIS,Y
72075436,QNRK,Y
72083403,TGIT,Y
72088283,LROI,Y
72086318,TJIS,Y
72089522,ZPEC,Y
72086925,UAFL,Y
72085469,LROI,Y
72086200,QXWP,Y
72088390,NUXY,Y
72070976,URXX,Y
72082960,LPUO,Y
72082259,NEPH,Y
72069951,NEPH,Y
72086119,LROI,Y
72078069,HJIK,Y
72081072,UVJX,Y
72084317,LROI,Y
72071627,ODSX,Y
72071966,ODSX,Y
72088117,LROI,Y
72080918,LROI,Y
72089321,OPVP,Y
72072521,LYQQ,Y
72072850,GMDR,Y
72078964,LROI,Y
72084585,NUXY,Y
72084716,LROI,Y
72086186,RLOS,Y
72074887,HPWY,Y
72087030,HJIK,Y
72069909,TJIS,Y
72086622,HJIK,Y
72085514,LROI,Y
72074149,UVJX,Y
72081548,OPVP,Y
72080716,ODSX,Y
72077760,HJIK,Y
72073529,ODSX,Y
72075713,GMDR,Y
72073145,GMDR,Y
72072981,GMDR,Y
72076093,NEPH,Y
72082352,FLSZ,Y
72078075,HJIK,Y
72089555,VOMK,Y
72070191,HJIK,Y
72082251,FLSZ,Y
72083996,QSJV,Y
72087357,LROI,Y
72075086,RLOS,Y
72070855,ZPEC,Y
72085064,WREC,Y
72073975,UAFL,Y
72086153,URXX,Y
72086495,LLZY,Y
72072176,TJIS,Y
72077619,OBEX,Y
72081684,TJIS,Y
72084593,NEPH,Y
72089356,UAFL,Y
72076343,WREC,Y
72079507,MMQA,Y
72086981,RTQT,Y
72072813,LROI,Y
72074535,GMDR,Y
72070141,ZPEC,Y
72086583,NBNP,Y
72087331,OBEX,Y
72085463,KMYV,Y
72073874,OPVP,Y
72083577,CJPF,Y
72082920,URXX,Y
72081468,EZXA,Y
72089175,LROI,Y
72083498,GMDR,Y
72079653,ZJDO,Y
72072951,RPWL,Y
72086061,EPUG,Y
72077454,BUXU,Y
72074303,UAFL,Y
72085656,SGZW,Y
72071164,VOMK,Y
72086224,TJIS,Y
72090369,OPVP,Y
72085639,JMAI,Y
72083922,TJIS,Y
72087874,LROI,Y
72073328,AENM,Y
72075594,YFVO,Y
72070506,RTQT,Y
72090716,FUYI,Y
72078917,TJIS,Y
72072628,LPUO,Y
72076243,OFCN,Y
72082505,UAFL,Y
72080505,GMDR,Y
72087739,VTOK,Y
72073425,HJIK,Y
72084855,LROI,Y
72083710,LROI,Y
72078400,HJIK,Y
72086585,WTJW,Y
72079240,FLSZ,Y
72089611,ZRUH,Y
72083856,LROI,Y
72074144,UVJX,Y
72084979,BPNK,Y
72080894,DGRO,Y
72077622,TJIS,Y
72071381,UAFL,Y
72072685,RLOS,Y
72077749,HJIK,Y
72076595,CJPF,Y
72087906,VXJD,Y
72082932,EZXA,Y
72084572,LROI,Y
72084393,ZPEC,Y
72076718,TJIS,Y
72074539,RNZD,Y
72083322,UVJX,Y
72076519,LROI,Y
72072908,LROI,Y
72070399,NBNP,Y
72087614,VXJD,Y
72080823,LROI,Y
72073438,URXX,Y
72083820,HJIK,Y
72082138,QXWP,Y
72086030,EPUG,Y
72090719,TJIS,Y
72086066,FLSZ,Y
72083914,TJIS,Y
72086624,OBEX,Y
72071494,UQIN,Y
72088647,HJIK,Y
72086546,RTQT,Y
72087452,VXJD,Y
72075054,LPUO,Y
72074111,HJIK,Y
72074435,TFTZ,Y
72074402,UAFL,Y
72076135,WQUV,Y
72076287,LROI,Y
72074505,GMDR,Y
72077798,NZKX,Y
72069474,FLSZ,Y
72070802,LROI,Y
72080416,BHHL,Y
72083281,LROI,Y
72078789,UAFL,Y
72080863,SGZW,Y
72080429,WREC,Y
72074717,HJIK,Y
72071971,UAFL,Y
72089585,NBNP,Y
72081766,LPUO,Y
72084434,QGHE,Y
72080344,TJIS,Y
72085465,BPNK,Y
72075005,VOMK,Y
72069699,BUXU,Y
72079851,OBEX,Y
72084915,UAFL,Y
72079814,CJPF,Y
72074038,VOMK,Y
72085074,VOMK,Y
72088356,TJIS,Y
72074659,HJIK,Y
72074463,LROI,Y
72077423,BUXU,Y
72082949,LROI,Y
72083106,FLSZ,Y
72082940,LROI,Y
72072201,STVJ,Y
72070859,BUXU,Y
72075330,ZRUH,Y
72077912,FLSZ,Y
72078750,JMAI,Y
72089218,FWUK,Y
72079907,YXXG,Y
72074090,TJIS,Y
72088572,LROI,Y
72087228,GMDR,Y
72069957,GMDR,Y
72069555,NUXY,Y
72080249,BPNK,Y
72085811,FLSZ,Y
72089104,VQVH,Y
72089590,RLOS,Y
72077340,NUXY,Y
72084671,TJIS,Y
72070818,BUXU,Y
72074570,AENM,Y
72088866,ZPEC,Y
72083567,RPWL,Y
72085825,HJIK,Y
72082283,YFVO,Y
72073997,UAFL,Y
72074330,UAFL,Y
72090832,TJIS,Y
72080093,HJIK,Y
72089016,LROI,Y
72083915,FUYI,Y
72075799,BHHL,Y
72085132,JIPH,Y
72078866,BPNK,Y
72082783,NBNP,Y
72072331,LPUO,Y
72085023,AENM,Y
72082191,UAFL,Y
72088396,LROI,Y
72077424,BUXU,Y
72083132,GMDR,Y
72074586,LROI,Y
72077688,UVJX,Y
72079775,BUXU,Y
72070618,GMDR,Y
72075511,GMDR,Y
72070816,NBNP,Y
72084692,GMDR,Y
72074179,UVJX,Y
72072984,GMDR,Y
72071806,GMDR,Y
72083644,WTJW,Y
72089077,EZXA,Y
72064866,OUWJ,Y
72077782,CJPF,Y
72076512,FLSZ,Y
72074213,ZJDO,Y
72087398,KTSU,Y
72087194,BPNK,Y
72075092,RLOS,Y
72082851,UVJX,Y
72071221,UAFL,Y
72082860,UVJX,Y
72071840,JMAI,Y
72082167,TJIS,Y
72081694,TJIS,Y
72087741,ODSX,Y
72077757,TJIS,Y
72081432,LROI,Y
72089569,GMDR,Y
72074490,QGHE,Y
72077819,NUXY,Y
72077573,FUYI,Y
72072378,LYQQ,Y
72081071,UVJX,Y
72084727,ODSX,Y
72085444,GMDR,Y
72088223,HPWY,Y
72088868,ZPEC,Y
72085667,WCLE,Y
72085619,LROI,Y
72077623,OBEX,Y
72075682,ZPEC,Y
72087560,PVKT,Y
72087853,NUXY,Y
72075673,OUWJ,Y
72073104,LPUO,Y
72086828,URXX,Y
72085105,FLSZ,Y
72080287,KIPZ,Y
72070692,VXJD,Y
72086972,GMDR,Y
72086558,OBEX,Y
72081539,ODSX,Y
72072802,QXWP,Y
72080911,NUXY,Y
72084554,UAFL,Y
72076083,HJIK,Y
72074766,LROI,Y
72082412,UAFL,Y
72085515,WCLE,Y
72073813,OPVP,Y
72086085,OPVP,Y
72073546,UVJX,Y
72072694,HJIK,Y
72088667,TJIS,Y
72072532,GMDR,Y
72077164,OBEX,Y
72090723,TJIS,Y
72083263,TJIS,Y
72076759,TJIS,Y
72086756,FLSZ,Y
72073502,EZXA,Y
72076682,TJIS,Y
72077990,UAFL,Y
72080972,TJIS,Y
72083192,TJIS,Y
72083226,TJIS,Y
72088031,AENM,Y
72080647,GMDR,Y
72077992,UAFL,Y
72076304,LPUO,Y
72086880,UAFL,Y
72078410,AENM,Y
72081844,SSAL,Y
72077763,TJIS,Y
72070415,QGHE,Y
72081645,TJIS,Y
72072361,CHRE,Y
72089348,LROI,Y
72081741,ZRUH,Y
72069686,UAFL,Y
72073082,CHRE,Y
72075365,UAFL,Y
72090374,RTQT,Y
72086908,UAFL,Y
72088116,LROI,Y
72080799,QXWP,Y
72081582,KTSU,Y
72089299,RLOS,Y
72082871,UVJX,Y
72075188,LROI,Y
72085783,FLSZ,Y
72075873,FLSZ,Y
72081576,FLSZ,Y
72074471,HPWY,Y
72071615,HJIK,Y
72085360,LROI,Y
72076526,DNNR,Y
72076321,EZXA,Y
72065571,SGZW,Y
72087048,HJIK,Y
72087927,NBNP,Y
72083400,NBNP,Y
72075117,NBNP,Y
72084083,NUXY,Y
72085161,LROI,Y
72082090,TJIS,Y
72074173,BUXU,Y
72084051,RLOS,Y
72083376,SGZW,Y
72079350,SGZW,Y
72086901,GMDR,Y
72076085,VOMK,Y
72070911,NEPH,Y
72082795,UQIN,Y
72087802,HJIK,Y
72076666,TJIS,Y
72085422,VOMK,Y
72079930,TJIS,Y
72087982,ZRUH,Y
72076183,LPUO,Y
72080859,LPUO,Y
72075544,OBEX,Y
72085230,WCLE,Y
72070210,SWPQ,Y
72085008,JMAI,Y
72078361,HJIK,Y
72082998,RLOS,Y
72088870,UVJX,Y
72074697,ZPEC,Y
72078144,OFCN,Y
72074367,LLZY,Y
72083689,URXX,Y
72088153,QXWP,Y
72069817,SGZW,Y
72070146,EOLP,Y
72084129,GMDR,Y
72081516,BPNK,Y
72073943,TGIT,Y
72070392,WCLE,Y
72071367,GMDR,Y
72086638,GXAJ,Y
72080858,RPWL,Y
72072922,LROI,Y
72079834,TJIS,Y
72088883,BPNK,Y
72080990,VOMK,Y
72084869,EZXA,Y
72077678,TJIS,Y
72073189,VXJD,Y
72080701,ODSX,Y
72078918,HJIK,Y
72069920,OBEX,Y
72072917,LROI,Y
72081495,HJIK,Y
72081924,ZKPQ,Y
72074115,QXWP,Y
72083416,DNNR,Y
72081507,TJIS,Y
72087138,LROI,Y
72080011,LROI,Y
72074835,PVKT,Y
72083307,TJIS,Y
72082809,NBNP,Y
72086885,UAFL,Y
72086934,GMDR,Y
72084372,QHLK,Y
72087851,NUXY,Y
72069962,SSAL,Y
72080921,GMDR,Y
72072118,FLSZ,Y
72089936,HJIK,Y
72086544,UAFL,Y
72076569,OBEX,Y
72079835,OBEX,Y
72082094,TJIS,Y
72077416,AENM,Y
72087917,URXX,Y
72082367,LROI,Y
72082147,QXWP,Y
72077162,TJIS,Y
72088343,RLOS,Y
72074481,TJIS,Y
72080280,KIPZ,Y
72090599,TJIS,Y
72070705,ODSX,Y
72084058,FLSZ,Y
72076140,YFVO,Y
72071849,VOMK,Y
72085677,NEPH,Y
72077812,YFVO,Y
72083275,LROI,Y
72078095,VXJD,Y
72076665,TJIS,Y
72082707,QXWP,Y
72073334,QZXD,Y
72069124,JMAI,Y
72076941,LPUO,Y
72075789,ODSX,Y
72079218,VXRJ,Y
72086636,GXAJ,Y
72088497,OBEX,Y
72083318,EZXA,Y
72077674,GXAJ,Y
72073011,DNNR,Y
72085416,BPNK,Y
72080163,QXWP,Y
72076149,VXRJ,Y
